,Date,Store_ID,Product_ID,Stock_On_Hand
63,2018-09-30,2,29,5.0
64,2018-09-30,2,30,50.0
65,2018-09-30,2,31,18.0
66,2018-09-30,2,32,10.0
67,2018-09-30,2,33,11.0
68,2018-09-30,2,34,18.0
69,2018-09-30,2,35,0.0
70,2018-09-30,3,1,17.0
71,2018-09-30,3,2,8.0
72,2018-09-30,3,3,35.0
73,2018-09-30,3,4,0.0
74,2018-09-30,3,5,0.0
75,2018-09-30,3,6,21.0
76,2018-09-30,3,7,8.0
77,2018-09-30,3,8,44.0
78,2018-09-30,3,9,4.0
79,2018-09-30,3,10,54.0
80,2018-09-30,3,11,13.0
81,2018-09-30,3,12,4.0
82,2018-09-30,3,13,8.0
83,2018-09-30,3,14,4.0
84,2018-09-30,3,15,0.0
85,2018-09-30,3,16,0.0
86,2018-09-30,3,17,1.0
87,2018-09-30,3,18,52.0
88,2018-09-30,3,19,33.0
89,2018-09-30,3,20,0.0
90,2018-09-30,3,21,3.0
91,2018-09-30,3,22,0.0
92,2018-09-30,3,23,13.0
93,2018-09-30,3,24,15.0
94,2018-09-30,3,25,44.0
95,2018-09-30,3,26,13.0
96,2018-09-30,3,27,23.0
97,2018-09-30,3,28,10.0
98,2018-09-30,3,29,0.0
99,2018-09-30,3,30,43.0
100,2018-09-30,3,31,29.0
101,2018-09-30,3,32,4.0
102,2018-09-30,3,33,4.0
103,2018-09-30,3,34,7.0
104,2018-09-30,3,35,0.0
105,2018-09-30,4,1,2.0
106,2018-09-30,4,2,18.0
107,2018-09-30,4,3,6.0
108,2018-09-30,4,4,2.0
109,2018-09-30,4,5,14.0
110,2018-09-30,4,6,44.0
111,2018-09-30,4,7,9.0
112,2018-09-30,4,8,15.0
113,2018-09-30,4,9,27.0
114,2018-09-30,4,10,8.0
115,2018-09-30,4,11,3.0
116,2018-09-30,4,12,7.0
117,2018-09-30,4,13,4.0
118,2018-09-30,4,14,4.0
119,2018-09-30,4,15,9.0
120,2018-09-30,4,16,8.0
121,2018-09-30,4,17,2.0
122,2018-09-30,4,18,17.0
123,2018-09-30,4,19,2.0
124,2018-09-30,4,20,13.0
125,2018-09-30,4,21,24.0
126,2018-09-30,4,22,5.0
127,2018-09-30,4,23,26.0
128,2018-09-30,4,24,20.0
129,2018-09-30,4,25,18.0
130,2018-09-30,4,26,10.0
131,2018-09-30,4,27,19.0
132,2018-09-30,4,28,6.0
133,2018-09-30,4,29,20.0
134,2018-09-30,4,30,28.0
135,2018-09-30,4,31,35.0
136,2018-09-30,4,32,6.0
137,2018-09-30,4,33,2.0
138,2018-09-30,4,34,0.0
139,2018-09-30,4,35,4.0
140,2018-09-30,5,1,8.0
141,2018-09-30,5,2,14.0
142,2018-09-30,5,3,3.0
143,2018-09-30,5,4,0.0
144,2018-09-30,5,5,0.0
145,2018-09-30,5,6,12.0
146,2018-09-30,5,7,30.0
147,2018-09-30,5,8,27.0
148,2018-09-30,5,9,31.0
149,2018-09-30,5,10,39.0
150,2018-09-30,5,11,0.0
151,2018-09-30,5,12,0.0
152,2018-09-30,5,13,17.0
153,2018-09-30,5,14,14.0
154,2018-09-30,5,15,0.0
155,2018-09-30,5,16,0.0
156,2018-09-30,5,17,7.0
157,2018-09-30,5,18,9.0
158,2018-09-30,5,19,18.0
159,2018-09-30,5,20,0.0
160,2018-09-30,5,21,0.0
161,2018-09-30,5,22,0.0
162,2018-09-30,5,23,11.0
163,2018-09-30,5,24,60.0
164,2018-09-30,5,25,9.0
165,2018-09-30,5,26,4.0
166,2018-09-30,5,27,45.0
167,2018-09-30,5,28,0.0
168,2018-09-30,5,29,8.0
169,2018-09-30,5,30,39.0
170,2018-09-30,5,31,31.0
171,2018-09-30,5,32,10.0
172,2018-09-30,5,33,17.0
173,2018-09-30,5,34,10.0
174,2018-09-30,5,35,0.0
175,2018-09-30,6,1,0.0
176,2018-09-30,6,2,47.0
177,2018-09-30,6,3,20.0
178,2018-09-30,6,4,14.0
179,2018-09-30,6,5,8.0
180,2018-09-30,6,6,32.0
181,2018-09-30,6,7,18.0
182,2018-09-30,6,8,50.0
183,2018-09-30,6,9,3.0
184,2018-09-30,6,10,52.0
185,2018-09-30,6,11,20.0
186,2018-09-30,6,12,2.0
187,2018-09-30,6,13,2.0
188,2018-09-30,6,14,11.0
189,2018-09-30,6,15,11.0
190,2018-09-30,6,16,10.0
191,2018-09-30,6,17,22.0
192,2018-09-30,6,18,11.0
193,2018-09-30,6,19,39.0
194,2018-09-30,6,20,9.0
195,2018-09-30,6,21,36.0
196,2018-09-30,6,22,5.0
197,2018-09-30,6,23,15.0
198,2018-09-30,6,24,15.0
199,2018-09-30,6,25,62.0
200,2018-09-30,6,26,7.0
201,2018-09-30,6,27,37.0
202,2018-09-30,6,28,2.0
203,2018-09-30,6,29,10.0
204,2018-09-30,6,30,67.0
205,2018-09-30,6,31,17.0
206,2018-09-30,6,32,7.0
207,2018-09-30,6,33,7.0
208,2018-09-30,6,34,8.0
209,2018-09-30,6,35,3.0
210,2018-09-30,7,1,14.0
211,2018-09-30,7,2,7.0
212,2018-09-30,7,3,10.0
213,2018-09-30,7,4,17.0
214,2018-09-30,7,5,19.0
215,2018-09-30,7,6,10.0
216,2018-09-30,7,7,1.0
217,2018-09-30,7,8,46.0
218,2018-09-30,7,9,0.0
219,2018-09-30,7,10,36.0
220,2018-09-30,7,11,7.0
221,2018-09-30,7,12,38.0
222,2018-09-30,7,13,20.0
223,2018-09-30,7,14,3.0
224,2018-09-30,7,15,3.0
225,2018-09-30,7,16,6.0
226,2018-09-30,7,17,4.0
227,2018-09-30,7,18,31.0
228,2018-09-30,7,19,24.0
229,2018-09-30,7,20,7.0
230,2018-09-30,7,21,49.0
231,2018-09-30,7,22,8.0
232,2018-09-30,7,23,9.0
233,2018-09-30,7,24,25.0
234,2018-09-30,7,25,10.0
235,2018-09-30,7,26,16.0
236,2018-09-30,7,27,48.0
237,2018-09-30,7,28,0.0
238,2018-09-30,7,29,8.0
239,2018-09-30,7,30,27.0
240,2018-09-30,7,31,15.0
241,2018-09-30,7,32,3.0
242,2018-09-30,7,33,18.0
243,2018-09-30,7,34,2.0
244,2018-09-30,7,35,17.0
245,2018-09-30,8,1,10.0
246,2018-09-30,8,2,11.0
247,2018-09-30,8,3,8.0
248,2018-09-30,8,4,18.0
249,2018-09-30,8,5,10.0
250,2018-09-30,8,6,12.0
251,2018-09-30,8,7,8.0
252,2018-09-30,8,8,42.0
253,2018-09-30,8,9,0.0
254,2018-09-30,8,10,54.0
255,2018-09-30,8,11,8.0
256,2018-09-30,8,12,4.0
257,2018-09-30,8,13,0.0
258,2018-09-30,8,14,0.0
259,2018-09-30,8,15,0.0
260,2018-09-30,8,16,8.0
261,2018-09-30,8,17,5.0
262,2018-09-30,8,18,18.0
263,2018-09-30,8,19,11.0
264,2018-09-30,8,20,5.0
265,2018-09-30,8,21,37.0
266,2018-09-30,8,22,13.0
267,2018-09-30,8,23,8.0
268,2018-09-30,8,24,7.0
269,2018-09-30,8,25,71.0
270,2018-09-30,8,26,20.0
271,2018-09-30,8,27,47.0
272,2018-09-30,8,28,20.0
273,2018-09-30,8,29,3.0
274,2018-09-30,8,30,13.0
275,2018-09-30,8,31,27.0
276,2018-09-30,8,32,7.0
277,2018-09-30,8,33,17.0
278,2018-09-30,8,34,18.0
279,2018-09-30,8,35,8.0
280,2018-09-30,9,1,15.0
281,2018-09-30,9,2,18.0
282,2018-09-30,9,3,10.0
283,2018-09-30,9,4,6.0
284,2018-09-30,9,5,3.0
285,2018-09-30,9,6,55.0
286,2018-09-30,9,7,22.0
287,2018-09-30,9,8,29.0
288,2018-09-30,9,9,50.0
289,2018-09-30,9,10,69.0
290,2018-09-30,9,11,1.0
291,2018-09-30,9,12,6.0
292,2018-09-30,9,13,19.0
293,2018-09-30,9,14,11.0
294,2018-09-30,9,15,9.0
295,2018-09-30,9,16,5.0
296,2018-09-30,9,17,8.0
297,2018-09-30,9,18,8.0
298,2018-09-30,9,19,54.0
299,2018-09-30,9,20,4.0
300,2018-09-30,9,21,12.0
301,2018-09-30,9,22,9.0
302,2018-09-30,9,23,31.0
303,2018-09-30,9,24,16.0
304,2018-09-30,9,25,4.0
305,2018-09-30,9,26,21.0
306,2018-09-30,9,27,29.0
307,2018-09-30,9,28,9.0
308,2018-09-30,9,29,8.0
309,2018-09-30,9,30,11.0
310,2018-09-30,9,31,6.0
311,2018-09-30,9,32,3.0
312,2018-09-30,9,33,9.0
313,2018-09-30,9,34,5.0
314,2018-09-30,9,35,4.0
315,2018-09-30,10,1,5.0
316,2018-09-30,10,2,17.0
317,2018-09-30,10,3,15.0
318,2018-09-30,10,4,17.0
319,2018-09-30,10,5,4.0
320,2018-09-30,10,6,24.0
321,2018-09-30,10,7,13.0
322,2018-09-30,10,8,73.0
323,2018-09-30,10,9,10.0
324,2018-09-30,10,10,57.0
325,2018-09-30,10,11,9.0
326,2018-09-30,10,12,15.0
327,2018-09-30,10,13,17.0
328,2018-09-30,10,14,4.0
329,2018-09-30,10,15,13.0
330,2018-09-30,10,16,1.0
331,2018-09-30,10,17,3.0
332,2018-09-30,10,18,17.0
333,2018-09-30,10,19,57.0
334,2018-09-30,10,20,4.0
335,2018-09-30,10,21,16.0
336,2018-09-30,10,22,13.0
337,2018-09-30,10,23,9.0
338,2018-09-30,10,24,20.0
339,2018-09-30,10,25,68.0
340,2018-09-30,10,26,9.0
341,2018-09-30,10,27,24.0
342,2018-09-30,10,28,19.0
343,2018-09-30,10,29,12.0
344,2018-09-30,10,30,42.0
345,2018-09-30,10,31,7.0
346,2018-09-30,10,32,13.0
347,2018-09-30,10,33,12.0
348,2018-09-30,10,34,16.0
349,2018-09-30,10,35,2.0
350,2018-09-30,11,1,19.0
351,2018-09-30,11,2,18.0
352,2018-09-30,11,3,18.0
353,2018-09-30,11,4,0.0
354,2018-09-30,11,5,0.0
355,2018-09-30,11,6,32.0
356,2018-09-30,11,7,19.0
357,2018-09-30,11,8,64.0
358,2018-09-30,11,9,13.0
359,2018-09-30,11,10,17.0
360,2018-09-30,11,11,9.0
361,2018-09-30,11,12,17.0
362,2018-09-30,11,13,2.0
363,2018-09-30,11,14,18.0
364,2018-09-30,11,15,7.0
365,2018-09-30,11,16,0.0
366,2018-09-30,11,17,5.0
367,2018-09-30,11,18,34.0
368,2018-09-30,11,19,51.0
369,2018-09-30,11,20,0.0
370,2018-09-30,11,21,0.0
371,2018-09-30,11,22,0.0
372,2018-09-30,11,23,23.0
373,2018-09-30,11,24,39.0
374,2018-09-30,11,25,70.0
375,2018-09-30,11,26,10.0
376,2018-09-30,11,27,28.0
377,2018-09-30,11,28,11.0
378,2018-09-30,11,29,4.0
379,2018-09-30,11,30,10.0
380,2018-09-30,11,31,20.0
381,2018-09-30,11,32,4.0
382,2018-09-30,11,33,6.0
383,2018-09-30,11,34,9.0
384,2018-09-30,11,35,0.0
385,2018-09-30,12,1,16.0
386,2018-09-30,12,2,16.0
387,2018-09-30,12,3,44.0
388,2018-09-30,12,4,8.0
389,2018-09-30,12,5,17.0
390,2018-09-30,12,6,23.0
391,2018-09-30,12,7,11.0
392,2018-09-30,12,8,61.0
393,2018-09-30,12,9,14.0
394,2018-09-30,12,10,17.0
395,2018-09-30,12,11,8.0
396,2018-09-30,12,12,10.0
397,2018-09-30,12,13,15.0
398,2018-09-30,12,14,13.0
399,2018-09-30,12,15,11.0
400,2018-09-30,12,16,14.0
401,2018-09-30,12,17,5.0
402,2018-09-30,12,18,20.0
403,2018-09-30,12,19,52.0
404,2018-09-30,12,20,15.0
405,2018-09-30,12,21,15.0
406,2018-09-30,12,22,4.0
407,2018-09-30,12,23,15.0
408,2018-09-30,12,24,34.0
409,2018-09-30,12,25,23.0
410,2018-09-30,12,26,20.0
411,2018-09-30,12,27,36.0
412,2018-09-30,12,28,10.0
413,2018-09-30,12,29,19.0
414,2018-09-30,12,30,45.0
415,2018-09-30,12,31,13.0
416,2018-09-30,12,32,9.0
417,2018-09-30,12,33,5.0
418,2018-09-30,12,34,9.0
419,2018-09-30,12,35,9.0
420,2018-09-30,13,1,0.0
421,2018-09-30,13,2,2.0
422,2018-09-30,13,3,3.0
423,2018-09-30,13,4,0.0
424,2018-09-30,13,5,0.0
425,2018-09-30,13,6,14.0
426,2018-09-30,13,7,16.0
427,2018-09-30,13,8,66.0
428,2018-09-30,13,9,0.0
429,2018-09-30,13,10,84.0
430,2018-09-30,13,11,0.0
431,2018-09-30,13,12,0.0
432,2018-09-30,13,13,14.0
433,2018-09-30,13,14,21.0
434,2018-09-30,13,15,27.0
435,2018-09-30,13,16,0.0
436,2018-09-30,13,17,9.0
437,2018-09-30,13,18,47.0
438,2018-09-30,13,19,49.0
439,2018-09-30,13,20,0.0
440,2018-09-30,13,21,9.0
441,2018-09-30,13,22,0.0
442,2018-09-30,13,23,6.0
443,2018-09-30,13,24,24.0
444,2018-09-30,13,25,37.0
445,2018-09-30,13,26,2.0
446,2018-09-30,13,27,56.0
447,2018-09-30,13,28,0.0
448,2018-09-30,13,29,3.0
449,2018-09-30,13,30,17.0
450,2018-09-30,13,31,24.0
451,2018-09-30,13,32,7.0
452,2018-09-30,13,33,3.0
453,2018-09-30,13,34,3.0
454,2018-09-30,13,35,0.0
455,2018-09-30,14,1,21.0
456,2018-09-30,14,2,5.0
457,2018-09-30,14,3,22.0
458,2018-09-30,14,4,0.0
459,2018-09-30,14,5,0.0
460,2018-09-30,14,6,18.0
461,2018-09-30,14,7,13.0
462,2018-09-30,14,8,57.0
463,2018-09-30,14,9,10.0
464,2018-09-30,14,10,32.0
465,2018-09-30,14,11,10.0
466,2018-09-30,14,12,2.0
467,2018-09-30,14,13,14.0
468,2018-09-30,14,14,4.0
469,2018-09-30,14,15,0.0
470,2018-09-30,14,16,0.0
471,2018-09-30,14,17,14.0
472,2018-09-30,14,18,7.0
473,2018-09-30,14,19,23.0
474,2018-09-30,14,20,0.0
475,2018-09-30,14,21,0.0
476,2018-09-30,14,22,0.0
477,2018-09-30,14,23,4.0
478,2018-09-30,14,24,10.0
479,2018-09-30,14,25,15.0
480,2018-09-30,14,26,3.0
481,2018-09-30,14,27,34.0
482,2018-09-30,14,28,22.0
483,2018-09-30,14,29,0.0
484,2018-09-30,14,30,10.0
485,2018-09-30,14,31,5.0
486,2018-09-30,14,32,2.0
487,2018-09-30,14,33,2.0
488,2018-09-30,14,34,8.0
489,2018-09-30,14,35,0.0
490,2018-09-30,15,1,24.0
491,2018-09-30,15,2,5.0
492,2018-09-30,15,3,3.0
493,2018-09-30,15,4,0.0
494,2018-09-30,15,5,0.0
495,2018-09-30,15,6,29.0
496,2018-09-30,15,7,10.0
497,2018-09-30,15,8,40.0
498,2018-09-30,15,9,26.0
499,2018-09-30,15,10,39.0
500,2018-09-30,15,11,28.0
501,2018-09-30,15,12,0.0
502,2018-09-30,15,13,13.0
503,2018-09-30,15,14,20.0
504,2018-09-30,15,15,2.0
505,2018-09-30,15,16,0.0
506,2018-09-30,15,17,24.0
507,2018-09-30,15,18,34.0
508,2018-09-30,15,19,63.0
509,2018-09-30,15,20,0.0
510,2018-09-30,15,21,12.0
511,2018-09-30,15,22,0.0
512,2018-09-30,15,23,18.0
513,2018-09-30,15,24,35.0
514,2018-09-30,15,25,43.0
515,2018-09-30,15,26,17.0
516,2018-09-30,15,27,26.0
517,2018-09-30,15,28,2.0
518,2018-09-30,15,29,13.0
519,2018-09-30,15,30,13.0
520,2018-09-30,15,31,4.0
521,2018-09-30,15,32,16.0
522,2018-09-30,15,33,8.0
523,2018-09-30,15,34,7.0
524,2018-09-30,15,35,0.0
525,2018-09-30,16,1,13.0
526,2018-09-30,16,2,28.0
527,2018-09-30,16,3,37.0
528,2018-09-30,16,4,7.0
529,2018-09-30,16,5,14.0
530,2018-09-30,16,6,27.0
531,2018-09-30,16,7,19.0
532,2018-09-30,16,8,18.0
533,2018-09-30,16,9,8.0
534,2018-09-30,16,10,43.0
535,2018-09-30,16,11,12.0
536,2018-09-30,16,12,12.0
537,2018-09-30,16,13,5.0
538,2018-09-30,16,14,19.0
539,2018-09-30,16,15,1.0
540,2018-09-30,16,16,14.0
541,2018-09-30,16,17,14.0
542,2018-09-30,16,18,27.0
543,2018-09-30,16,19,29.0
544,2018-09-30,16,20,2.0
545,2018-09-30,16,21,54.0
546,2018-09-30,16,22,9.0
547,2018-09-30,16,23,2.0
548,2018-09-30,16,24,6.0
549,2018-09-30,16,25,37.0
550,2018-09-30,16,26,19.0
551,2018-09-30,16,27,15.0
552,2018-09-30,16,28,0.0
553,2018-09-30,16,29,7.0
554,2018-09-30,16,30,49.0
555,2018-09-30,16,31,14.0
556,2018-09-30,16,32,7.0
557,2018-09-30,16,33,6.0
558,2018-09-30,16,34,2.0
559,2018-09-30,16,35,6.0
560,2018-09-30,17,1,22.0
561,2018-09-30,17,2,15.0
562,2018-09-30,17,3,8.0
563,2018-09-30,17,4,0.0
564,2018-09-30,17,5,0.0
565,2018-09-30,17,6,16.0
566,2018-09-30,17,7,20.0
567,2018-09-30,17,8,20.0
568,2018-09-30,17,9,7.0
569,2018-09-30,17,10,67.0
570,2018-09-30,17,11,6.0
571,2018-09-30,17,12,10.0
572,2018-09-30,17,13,16.0
573,2018-09-30,17,14,4.0
574,2018-09-30,17,15,11.0
575,2018-09-30,17,16,0.0
576,2018-09-30,17,17,27.0
577,2018-09-30,17,18,27.0
578,2018-09-30,17,19,53.0
579,2018-09-30,17,20,0.0
580,2018-09-30,17,21,27.0
581,2018-09-30,17,22,0.0
582,2018-09-30,17,23,13.0
583,2018-09-30,17,24,27.0
584,2018-09-30,17,25,59.0
585,2018-09-30,17,26,25.0
586,2018-09-30,17,27,12.0
587,2018-09-30,17,28,3.0
588,2018-09-30,17,29,16.0
589,2018-09-30,17,30,22.0
590,2018-09-30,17,31,20.0
591,2018-09-30,17,32,15.0
592,2018-09-30,17,33,27.0
593,2018-09-30,17,34,11.0
594,2018-09-30,17,35,0.0
595,2018-09-30,18,1,1.0
596,2018-09-30,18,2,12.0
597,2018-09-30,18,3,64.0
598,2018-09-30,18,4,10.0
599,2018-09-30,18,5,7.0
600,2018-09-30,18,6,22.0
601,2018-09-30,18,7,16.0
602,2018-09-30,18,8,52.0
603,2018-09-30,18,9,50.0
604,2018-09-30,18,10,16.0
605,2018-09-30,18,11,12.0
606,2018-09-30,18,12,3.0
607,2018-09-30,18,13,30.0
608,2018-09-30,18,14,67.0
609,2018-09-30,18,15,5.0
610,2018-09-30,18,16,10.0
611,2018-09-30,18,17,19.0
612,2018-09-30,18,18,29.0
613,2018-09-30,18,19,15.0
614,2018-09-30,18,20,3.0
615,2018-09-30,18,21,29.0
616,2018-09-30,18,22,18.0
617,2018-09-30,18,23,16.0
618,2018-09-30,18,24,26.0
619,2018-09-30,18,25,74.0
620,2018-09-30,18,26,2.0
621,2018-09-30,18,27,40.0
622,2018-09-30,18,28,0.0
623,2018-09-30,18,29,28.0
624,2018-09-30,18,30,15.0
625,2018-09-30,18,31,4.0
626,2018-09-30,18,32,9.0
627,2018-09-30,18,33,9.0
628,2018-09-30,18,34,8.0
629,2018-09-30,18,35,10.0
630,2018-09-30,19,1,5.0
631,2018-09-30,19,2,14.0
632,2018-09-30,19,3,7.0
633,2018-09-30,19,4,18.0
634,2018-09-30,19,5,17.0
635,2018-09-30,19,6,11.0
636,2018-09-30,19,7,16.0
637,2018-09-30,19,8,84.0
638,2018-09-30,19,9,8.0
639,2018-09-30,19,10,45.0
640,2018-09-30,19,11,0.0
641,2018-09-30,19,12,3.0
642,2018-09-30,19,13,7.0
643,2018-09-30,19,14,4.0
644,2018-09-30,19,15,0.0
645,2018-09-30,19,16,2.0
646,2018-09-30,19,17,5.0
647,2018-09-30,19,18,19.0
648,2018-09-30,19,19,37.0
649,2018-09-30,19,20,11.0
650,2018-09-30,19,21,24.0
651,2018-09-30,19,22,3.0
652,2018-09-30,19,23,10.0
653,2018-09-30,19,24,16.0
654,2018-09-30,19,25,18.0
655,2018-09-30,19,26,5.0
656,2018-09-30,19,27,27.0
657,2018-09-30,19,28,6.0
658,2018-09-30,19,29,29.0
659,2018-09-30,19,30,7.0
660,2018-09-30,19,31,4.0
661,2018-09-30,19,32,5.0
662,2018-09-30,19,33,0.0
663,2018-09-30,19,34,15.0
664,2018-09-30,19,35,14.0
665,2018-09-30,20,1,38.0
666,2018-09-30,20,2,2.0
667,2018-09-30,20,3,24.0
668,2018-09-30,20,4,0.0
669,2018-09-30,20,5,0.0
670,2018-09-30,20,6,4.0
671,2018-09-30,20,7,9.0
672,2018-09-30,20,8,26.0
673,2018-09-30,20,9,9.0
674,2018-09-30,20,10,34.0
675,2018-09-30,20,11,3.0
676,2018-09-30,20,12,4.0
677,2018-09-30,20,13,11.0
678,2018-09-30,20,14,6.0
679,2018-09-30,20,15,36.0
680,2018-09-30,20,16,0.0
681,2018-09-30,20,17,23.0
682,2018-09-30,20,18,8.0
683,2018-09-30,20,19,2.0
684,2018-09-30,20,20,0.0
685,2018-09-30,20,21,0.0
686,2018-09-30,20,22,0.0
687,2018-09-30,20,23,12.0
688,2018-09-30,20,24,18.0
689,2018-09-30,20,25,92.0
690,2018-09-30,20,26,12.0
691,2018-09-30,20,27,12.0
692,2018-09-30,20,28,3.0
693,2018-09-30,20,29,9.0
694,2018-09-30,20,30,17.0
695,2018-09-30,20,31,10.0
696,2018-09-30,20,32,9.0
697,2018-09-30,20,33,28.0
698,2018-09-30,20,34,19.0
699,2018-09-30,20,35,0.0
700,2018-09-30,21,1,7.0
701,2018-09-30,21,2,24.0
702,2018-09-30,21,3,74.0
703,2018-09-30,21,4,0.0
704,2018-09-30,21,5,0.0
705,2018-09-30,21,6,10.0
706,2018-09-30,21,7,8.0
707,2018-09-30,21,8,11.0
708,2018-09-30,21,9,26.0
709,2018-09-30,21,10,13.0
710,2018-09-30,21,11,11.0
711,2018-09-30,21,12,21.0
712,2018-09-30,21,13,5.0
713,2018-09-30,21,14,4.0
714,2018-09-30,21,15,9.0
715,2018-09-30,21,16,0.0
716,2018-09-30,21,17,4.0
717,2018-09-30,21,18,6.0
718,2018-09-30,21,19,49.0
719,2018-09-30,21,20,0.0
720,2018-09-30,21,21,14.0
721,2018-09-30,21,22,0.0
722,2018-09-30,21,23,30.0
723,2018-09-30,21,24,19.0
724,2018-09-30,21,25,46.0
725,2018-09-30,21,26,21.0
726,2018-09-30,21,27,54.0
727,2018-09-30,21,28,7.0
728,2018-09-30,21,29,8.0
729,2018-09-30,21,30,49.0
730,2018-09-30,21,31,19.0
731,2018-09-30,21,32,3.0
732,2018-09-30,21,33,16.0
733,2018-09-30,21,34,16.0
734,2018-09-30,21,35,0.0
735,2018-09-30,22,1,10.0
736,2018-09-30,22,2,25.0
737,2018-09-30,22,3,0.0
738,2018-09-30,22,4,6.0
739,2018-09-30,22,5,14.0
740,2018-09-30,22,6,8.0
741,2018-09-30,22,7,30.0
742,2018-09-30,22,8,71.0
743,2018-09-30,22,9,14.0
744,2018-09-30,22,10,64.0
745,2018-09-30,22,11,7.0
746,2018-09-30,22,12,3.0
747,2018-09-30,22,13,19.0
748,2018-09-30,22,14,5.0
749,2018-09-30,22,15,0.0
750,2018-09-30,22,16,3.0
751,2018-09-30,22,17,10.0
752,2018-09-30,22,18,13.0
753,2018-09-30,22,19,17.0
754,2018-09-30,22,20,18.0
755,2018-09-30,22,21,30.0
756,2018-09-30,22,22,4.0
757,2018-09-30,22,23,7.0
758,2018-09-30,22,24,29.0
759,2018-09-30,22,25,6.0
760,2018-09-30,22,26,15.0
761,2018-09-30,22,27,45.0
762,2018-09-30,22,28,0.0
763,2018-09-30,22,29,5.0
764,2018-09-30,22,30,22.0
765,2018-09-30,22,31,34.0
766,2018-09-30,22,32,38.0
767,2018-09-30,22,33,8.0
768,2018-09-30,22,34,6.0
769,2018-09-30,22,35,2.0
770,2018-09-30,23,1,4.0
771,2018-09-30,23,2,11.0
772,2018-09-30,23,3,5.0
773,2018-09-30,23,4,3.0
774,2018-09-30,23,5,4.0
775,2018-09-30,23,6,17.0
776,2018-09-30,23,7,11.0
777,2018-09-30,23,8,32.0
778,2018-09-30,23,9,9.0
779,2018-09-30,23,10,35.0
780,2018-09-30,23,11,18.0
781,2018-09-30,23,12,14.0
782,2018-09-30,23,13,31.0
783,2018-09-30,23,14,7.0
784,2018-09-30,23,15,14.0
785,2018-09-30,23,16,7.0
786,2018-09-30,23,17,9.0
787,2018-09-30,23,18,42.0
788,2018-09-30,23,19,27.0
789,2018-09-30,23,20,2.0
790,2018-09-30,23,21,30.0
791,2018-09-30,23,22,11.0
792,2018-09-30,23,23,8.0
793,2018-09-30,23,24,40.0
794,2018-09-30,23,25,38.0
795,2018-09-30,23,26,15.0
796,2018-09-30,23,27,7.0
797,2018-09-30,23,28,48.0
798,2018-09-30,23,29,9.0
799,2018-09-30,23,30,38.0
800,2018-09-30,23,31,19.0
801,2018-09-30,23,32,11.0
802,2018-09-30,23,33,6.0
803,2018-09-30,23,34,18.0
804,2018-09-30,23,35,4.0
805,2018-09-30,24,1,11.0
806,2018-09-30,24,2,25.0
807,2018-09-30,24,3,13.0
808,2018-09-30,24,4,1.0
809,2018-09-30,24,5,4.0
810,2018-09-30,24,6,46.0
811,2018-09-30,24,7,15.0
812,2018-09-30,24,8,53.0
813,2018-09-30,24,9,19.0
814,2018-09-30,24,10,19.0
815,2018-09-30,24,11,13.0
816,2018-09-30,24,12,0.0
817,2018-09-30,24,13,10.0
818,2018-09-30,24,14,36.0
819,2018-09-30,24,15,0.0
